編號,樣本ID,完整檔名,檔案大小(MB)
1342,SRR13256642,SRR13256642_1.fastq,180.84
1343,SRR13256642,SRR13256642_2.fastq,233.41
1344,SRR13256643,SRR13256643_1.fastq,189.46
1345,SRR13256643,SRR13256643_2.fastq,242.49
1346,SRR13256644,SRR13256644_1.fastq,173.74
1347,SRR13256644,SRR13256644_2.fastq,229.26
1348,SRR13256645,SRR13256645_1.fastq,176.92
1349,SRR13256645,SRR13256645_2.fastq,256.14
1350,SRR13256646,SRR13256646_1.fastq,210.95
1351,SRR13256646,SRR13256646_2.fastq,270.13
1352,SRR13256647,SRR13256647_1.fastq,158.34
1353,SRR13256647,SRR13256647_2.fastq,208.5
1354,SRR13256648,SRR13256648_1.fastq,179.04
1355,SRR13256648,SRR13256648_2.fastq,206.94
1356,SRR13256649,SRR13256649_1.fastq,240.34
1357,SRR13256649,SRR13256649_2.fastq,266.03
1358,SRR13256650,SRR13256650_1.fastq,223.82
1359,SRR13256650,SRR13256650_2.fastq,252.5
1360,SRR13256651,SRR13256651_1.fastq,231.02
1361,SRR13256651,SRR13256651_2.fastq,256.41
1362,SRR13256652,SRR13256652_1.fastq,219.58
1363,SRR13256652,SRR13256652_2.fastq,245.65
1364,SRR13256653,SRR13256653_1.fastq,246.31
1365,SRR13256653,SRR13256653_2.fastq,269.96
1366,SRR13256654,SRR13256654_1.fastq,233.1
1367,SRR13256654,SRR13256654_2.fastq,258.7
1368,SRR13256655,SRR13256655_1.fastq,210.79
1369,SRR13256655,SRR13256655_2.fastq,231.49
1370,SRR13256656,SRR13256656_1.fastq,236.83
1371,SRR13256656,SRR13256656_2.fastq,258.66
1372,SRR13256657,SRR13256657_1.fastq,212.08
1373,SRR13256657,SRR13256657_2.fastq,233.42
1374,SRR13256658,SRR13256658_1.fastq,192.1
1375,SRR13256658,SRR13256658_2.fastq,266.62
1376,SRR13256659,SRR13256659_1.fastq,210.9
1377,SRR13256659,SRR13256659_2.fastq,232.16
1378,SRR13256660,SRR13256660_1.fastq,236.27
1379,SRR13256660,SRR13256660_2.fastq,257.32
1380,SRR13256661,SRR13256661_1.fastq,212.49
1381,SRR13256661,SRR13256661_2.fastq,230.08
1382,SRR13256662,SRR13256662_1.fastq,221.51
1383,SRR13256662,SRR13256662_2.fastq,238.53
1384,SRR13256663,SRR13256663_1.fastq,147.31
1385,SRR13256663,SRR13256663_2.fastq,189.0
1386,SRR13256664,SRR13256664_1.fastq,220.26
1387,SRR13256664,SRR13256664_2.fastq,239.15
1388,SRR13256665,SRR13256665_1.fastq,223.05
1389,SRR13256665,SRR13256665_2.fastq,244.48
1390,SRR13256666,SRR13256666_1.fastq,239.97
1391,SRR13256666,SRR13256666_2.fastq,260.77
1392,SRR13256667,SRR13256667_1.fastq,209.6
1393,SRR13256667,SRR13256667_2.fastq,228.28
1394,SRR13256668,SRR13256668_1.fastq,208.03
1395,SRR13256668,SRR13256668_2.fastq,227.92
1396,SRR13256669,SRR13256669_1.fastq,163.0
1397,SRR13256669,SRR13256669_2.fastq,202.87
1398,SRR13256670,SRR13256670_1.fastq,189.72
1399,SRR13256670,SRR13256670_2.fastq,252.22
1400,SRR13256671,SRR13256671_1.fastq,153.26
1401,SRR13256671,SRR13256671_2.fastq,201.26
1402,SRR13256672,SRR13256672_1.fastq,218.64
1403,SRR13256672,SRR13256672_2.fastq,286.63
1404,SRR13256673,SRR13256673_1.fastq,209.43
1405,SRR13256673,SRR13256673_2.fastq,261.89
1406,SRR13256674,SRR13256674_1.fastq,185.05
1407,SRR13256674,SRR13256674_2.fastq,233.46
1408,SRR13256675,SRR13256675_1.fastq,179.93
1409,SRR13256675,SRR13256675_2.fastq,230.05
1410,SRR13256676,SRR13256676_1.fastq,173.5
1411,SRR13256676,SRR13256676_2.fastq,227.82
1412,SRR16972386,SRR16972386_1.fastq,528.96
1413,SRR16972386,SRR16972386_2.fastq,527.11
1414,SRR16972387,SRR16972387_1.fastq,748.68
1415,SRR16972387,SRR16972387_2.fastq,745.82
1416,SRR16972388,SRR16972388_1.fastq,1264.15
1417,SRR16972388,SRR16972388_2.fastq,1253.33
1418,SRR16972389,SRR16972389_1.fastq,1210.24
1419,SRR16972389,SRR16972389_2.fastq,1207.94
1420,SRR16972390,SRR16972390_1.fastq,952.24
1421,SRR16972390,SRR16972390_2.fastq,949.83
1422,SRR16972391,SRR16972391_1.fastq,1862.34
1423,SRR16972391,SRR16972391_2.fastq,1853.54
1424,SRR16972392,SRR16972392_1.fastq,1467.08
1425,SRR16972392,SRR16972392_2.fastq,1462.82
1426,SRR16972393,SRR16972393_1.fastq,1163.67
1427,SRR16972393,SRR16972393_2.fastq,1156.96
1428,SRR16972394,SRR16972394_1.fastq,1500.71
1429,SRR16972394,SRR16972394_2.fastq,1494.62
1430,SRR16972395,SRR16972395_1.fastq,966.54
1431,SRR16972395,SRR16972395_2.fastq,960.76
1432,SRR16972396,SRR16972396_1.fastq,1110.54
1433,SRR16972396,SRR16972396_2.fastq,1106.43
1434,SRR16972397,SRR16972397_1.fastq,1281.74
1435,SRR16972397,SRR16972397_2.fastq,1275.72
1436,SRR16972398,SRR16972398_1.fastq,1614.18
1437,SRR16972398,SRR16972398_2.fastq,1598.29
1438,SRR16972399,SRR16972399_1.fastq,1665.45
1439,SRR16972399,SRR16972399_2.fastq,1664.07
1440,SRR16972400,SRR16972400_1.fastq,259.36
1441,SRR16972400,SRR16972400_2.fastq,258.16
1442,SRR16972401,SRR16972401_1.fastq,1903.76
1443,SRR16972401,SRR16972401_2.fastq,1896.47
1444,SRR16972402,SRR16972402_1.fastq,1645.75
1445,SRR16972402,SRR16972402_2.fastq,1634.11
1446,SRR16972403,SRR16972403_1.fastq,1360.75
1447,SRR16972403,SRR16972403_2.fastq,1358.87
1448,SRR16972404,SRR16972404_1.fastq,1308.97
1449,SRR16972404,SRR16972404_2.fastq,1306.28
1450,SRR16972405,SRR16972405_1.fastq,1074.38
1451,SRR16972405,SRR16972405_2.fastq,1070.42
1452,SRR16972406,SRR16972406_1.fastq,1893.31
1453,SRR16972406,SRR16972406_2.fastq,1885.24
1454,SRR16972407,SRR16972407_1.fastq,692.65
1455,SRR16972407,SRR16972407_2.fastq,690.48
1456,SRR16972408,SRR16972408_1.fastq,1680.22
1457,SRR16972408,SRR16972408_2.fastq,1673.35
1458,SRR16972409,SRR16972409_1.fastq,1743.72
1459,SRR16972409,SRR16972409_2.fastq,1740.58
1460,SRR16972410,SRR16972410_1.fastq,1770.71
1461,SRR16972410,SRR16972410_2.fastq,1764.02
1462,SRR16972411,SRR16972411_1.fastq,1554.73
1463,SRR16972411,SRR16972411_2.fastq,1547.19
1464,SRR16972412,SRR16972412_1.fastq,1324.74
1465,SRR16972412,SRR16972412_2.fastq,1317.86
1466,SRR16972413,SRR16972413_1.fastq,850.08
1467,SRR16972413,SRR16972413_2.fastq,847.54
1468,SRR16972414,SRR16972414_1.fastq,4256.88
1469,SRR16972414,SRR16972414_2.fastq,4238.0
1470,SRR16972415,SRR16972415_1.fastq,1063.36
1471,SRR16972415,SRR16972415_2.fastq,1059.76
1472,SRR16972416,SRR16972416_1.fastq,1538.88
1473,SRR16972416,SRR16972416_2.fastq,1534.71
1474,SRR16972417,SRR16972417_1.fastq,2887.07
1475,SRR16972417,SRR16972417_2.fastq,2877.93
1476,SRR16972418,SRR16972418_1.fastq,1246.77
1477,SRR16972418,SRR16972418_2.fastq,1243.18
1478,SRR16972419,SRR16972419_1.fastq,1830.37
1479,SRR16972419,SRR16972419_2.fastq,1825.29
1480,SRR16972420,SRR16972420_1.fastq,1364.08
1481,SRR16972420,SRR16972420_2.fastq,1358.09
1482,SRR16972421,SRR16972421_1.fastq,848.31
1483,SRR16972421,SRR16972421_2.fastq,845.92
1484,SRR16972422,SRR16972422_1.fastq,1530.63
1485,SRR16972422,SRR16972422_2.fastq,1519.65
1486,SRR16972423,SRR16972423_1.fastq,849.95
1487,SRR16972423,SRR16972423_2.fastq,846.55
1488,SRR16972424,SRR16972424_1.fastq,1678.14
1489,SRR16972424,SRR16972424_2.fastq,1667.65
1490,SRR17134009,SRR17134009_1.fastq,8866.61
1491,SRR17134009,SRR17134009_2.fastq,8866.61
1492,SRR17134010,SRR17134010_1.fastq,5932.05
1493,SRR17134010,SRR17134010_2.fastq,5932.05
1494,SRR17134011,SRR17134011_1.fastq,7872.42
1495,SRR17134011,SRR17134011_2.fastq,7872.42
1496,SRR17134012,SRR17134012_1.fastq,8818.27
1497,SRR17134012,SRR17134012_2.fastq,8818.27
1498,SRR17134013,SRR17134013_1.fastq,7214.14
1499,SRR17134013,SRR17134013_2.fastq,7214.14
1500,SRR17134014,SRR17134014_1.fastq,8709.63
1501,SRR17134014,SRR17134014_2.fastq,8709.63
1502,SRR17188269,SRR17188269_1.fastq,6462.33
1503,SRR17188269,SRR17188269_2.fastq,6462.33
1504,SRR17188270,SRR17188270_1.fastq,7819.16
1505,SRR17188270,SRR17188270_2.fastq,7819.16
1506,SRR17188271,SRR17188271_1.fastq,6906.69
1507,SRR17188271,SRR17188271_2.fastq,6906.69
1508,SRR17188272,SRR17188272_1.fastq,6987.41
1509,SRR17188272,SRR17188272_2.fastq,6987.41
1510,SRR17188273,SRR17188273_1.fastq,6151.73
1511,SRR17188273,SRR17188273_2.fastq,6151.73
1512,SRR17188274,SRR17188274_1.fastq,7790.95
1513,SRR17188274,SRR17188274_2.fastq,7790.95
1514,SRR17188275,SRR17188275_1.fastq,7900.51
1515,SRR17188275,SRR17188275_2.fastq,7900.51
1516,SRR17188276,SRR17188276_1.fastq,6749.69
1517,SRR17188276,SRR17188276_2.fastq,6749.69
1518,SRR17188277,SRR17188277_1.fastq,7078.52
1519,SRR17188277,SRR17188277_2.fastq,7078.52
1520,SRR17188278,SRR17188278_1.fastq,7181.92
1521,SRR17188278,SRR17188278_2.fastq,7181.92
1522,SRR17188279,SRR17188279_1.fastq,7795.46
1523,SRR17188279,SRR17188279_2.fastq,7795.46
1524,SRR17188280,SRR17188280_1.fastq,7697.83
1525,SRR17188280,SRR17188280_2.fastq,7697.83
1526,SRR17188281,SRR17188281_1.fastq,8142.1
1527,SRR17188281,SRR17188281_2.fastq,8142.1
1528,SRR17188282,SRR17188282_1.fastq,7745.25
1529,SRR17188282,SRR17188282_2.fastq,7745.25
1530,SRR17188283,SRR17188283_1.fastq,6397.27
1531,SRR17188283,SRR17188283_2.fastq,6397.27
1532,SRR17188284,SRR17188284_1.fastq,5704.82
1533,SRR17188284,SRR17188284_2.fastq,5704.82
1534,SRR17188285,SRR17188285_1.fastq,6733.46
1535,SRR17188285,SRR17188285_2.fastq,6733.46
1536,SRR17188286,SRR17188286_1.fastq,8540.01
1537,SRR17188286,SRR17188286_2.fastq,8540.01
1538,SRR17188287,SRR17188287_1.fastq,7996.62
1539,SRR17188287,SRR17188287_2.fastq,7996.62
1540,SRR17188288,SRR17188288_1.fastq,7225.69
1541,SRR17188288,SRR17188288_2.fastq,7225.69
1542,SRR17188289,SRR17188289_1.fastq,7269.71
1543,SRR17188289,SRR17188289_2.fastq,7269.71
1544,SRR17188290,SRR17188290_1.fastq,7199.85
1545,SRR17188290,SRR17188290_2.fastq,7199.85
1546,SRR17188291,SRR17188291_1.fastq,8877.84
1547,SRR17188291,SRR17188291_2.fastq,8877.84
1548,SRR17188292,SRR17188292_1.fastq,8199.07
1549,SRR17188292,SRR17188292_2.fastq,8199.07
1550,SRR17188293,SRR17188293_1.fastq,6686.17
1551,SRR17188293,SRR17188293_2.fastq,6686.17
1552,SRR17188294,SRR17188294_1.fastq,5779.26
1553,SRR17188294,SRR17188294_2.fastq,5779.26
1554,SRR17188295,SRR17188295_1.fastq,6855.87
1555,SRR17188295,SRR17188295_2.fastq,5908.22
1556,SRR17188296,SRR17188296_1.fastq,6861.82
1557,SRR17188296,SRR17188296_2.fastq,4636.47
1558,SRR17188297,SRR17188297_1.fastq,6089.11
1559,SRR17188297,SRR17188297_2.fastq,3647.69
1560,SRR17188298,SRR17188298_1.fastq,6951.7
1561,SRR17188298,SRR17188298_2.fastq,525.03
1562,SRR17188299,SRR17188299_1.fastq,7261.87
1563,SRR17188299,SRR17188299_2.fastq,7261.87
1564,SRR17188300,SRR17188300_1.fastq,7589.9
1565,SRR17188300,SRR17188300_2.fastq,7589.9
1566,SRR18079817,SRR18079817_1.fastq,1889.55
1567,SRR18079817,SRR18079817_2.fastq,1869.97
1568,SRR18079818,SRR18079818_1.fastq,3414.01
1569,SRR18079818,SRR18079818_2.fastq,3392.19
1570,SRR18079819,SRR18079819_1.fastq,3062.73
1571,SRR18079819,SRR18079819_2.fastq,3058.75
1572,SRR18079820,SRR18079820_1.fastq,2479.68
1573,SRR18079820,SRR18079820_2.fastq,2467.27
1574,SRR18079821,SRR18079821_1.fastq,2991.49
1575,SRR18079821,SRR18079821_2.fastq,2985.53
1576,SRR18079822,SRR18079822_1.fastq,2903.06
1577,SRR18079822,SRR18079822_2.fastq,2897.6
1578,SRR18079823,SRR18079823_1.fastq,3029.91
1579,SRR18079823,SRR18079823_2.fastq,3022.17
1580,SRR18079824,SRR18079824_1.fastq,3983.68
1581,SRR18079824,SRR18079824_2.fastq,3976.18
1582,SRR18079825,SRR18079825_1.fastq,2192.66
1583,SRR18079825,SRR18079825_2.fastq,2192.82
1584,SRR18079826,SRR18079826_1.fastq,1919.7
1585,SRR18079826,SRR18079826_2.fastq,1920.0
1586,SRR18079827,SRR18079827_1.fastq,2994.03
1587,SRR18079827,SRR18079827_2.fastq,2964.92
1588,SRR18079828,SRR18079828_1.fastq,2149.22
1589,SRR18079828,SRR18079828_2.fastq,2132.7
1590,SRR18079829,SRR18079829_1.fastq,2685.88
1591,SRR18079829,SRR18079829_2.fastq,2677.03
1592,SRR18079830,SRR18079830_1.fastq,2769.4
1593,SRR18079830,SRR18079830_2.fastq,2758.39
1594,SRR5237156,SRR5237156_1.fastq,13132.14
1595,SRR5237156,SRR5237156_2.fastq,13132.14
1596,SRR5990910,SRR5990910_1.fastq,248.22
1597,SRR5990911,SRR5990911_1.fastq,626.14
1598,SRR5990912,SRR5990912_1.fastq,585.46
1599,SRR5990913,SRR5990913_1.fastq,610.05
1600,SRR5990914,SRR5990914_1.fastq,479.58
1601,SRR5990915,SRR5990915_1.fastq,523.23
1602,SRR5990916,SRR5990916_1.fastq,397.66
1603,SRR5990917,SRR5990917_1.fastq,642.36
1604,SRR5990918,SRR5990918_1.fastq,292.36
1605,SRR5990919,SRR5990919_1.fastq,685.86
1606,SRR5990920,SRR5990920_1.fastq,418.9
1607,SRR5990921,SRR5990921_1.fastq,570.17
1608,SRR6033660,SRR6033660_1.fastq,642.36
1609,SRR6033662,SRR6033662_1.fastq,523.23
1610,SRR6033691,SRR6033691_1.fastq,418.9
1611,SRR6033693,SRR6033693_1.fastq,685.86
1612,SRR7287194,SRR7287194_1.fastq,7537.52
1613,SRR7287194,SRR7287194_2.fastq,7537.52
1614,SRR7287195,SRR7287195_1.fastq,6396.15
1615,SRR7287195,SRR7287195_2.fastq,6396.15
1616,SRR7287196,SRR7287196_1.fastq,10572.58
1617,SRR7287196,SRR7287196_2.fastq,10572.58
1618,SRR7287197,SRR7287197_1.fastq,9698.66
1619,SRR7287197,SRR7287197_2.fastq,9698.66
1620,SRR7287198,SRR7287198_1.fastq,8543.35
1621,SRR7287198,SRR7287198_2.fastq,8543.35
1622,SRR7287199,SRR7287199_1.fastq,11276.58
1623,SRR7287199,SRR7287199_2.fastq,11276.58
1624,SRR7287200,SRR7287200_1.fastq,9465.54
1625,SRR7287200,SRR7287200_2.fastq,9465.54
1626,SRR7287201,SRR7287201_1.fastq,10030.32
1627,SRR7287201,SRR7287201_2.fastq,10030.32
1628,SRR7287202,SRR7287202_1.fastq,12139.2
1629,SRR7287202,SRR7287202_2.fastq,12139.2
1630,SRR7287203,SRR7287203_1.fastq,9868.43
1631,SRR7287203,SRR7287203_2.fastq,9868.43
1632,SRR7287204,SRR7287204_1.fastq,11456.65
1633,SRR7287204,SRR7287204_2.fastq,11456.65
1634,SRR7287205,SRR7287205_1.fastq,9460.3
1635,SRR7287205,SRR7287205_2.fastq,9460.3
1636,SRR7287206,SRR7287206_1.fastq,9238.29
1637,SRR7287206,SRR7287206_2.fastq,9238.29
1638,SRR7287207,SRR7287207_1.fastq,11260.07
1639,SRR7287207,SRR7287207_2.fastq,11260.07
1640,SRR7287208,SRR7287208_1.fastq,10098.32
1641,SRR7287208,SRR7287208_2.fastq,10098.32
1642,SRR7287209,SRR7287209_1.fastq,10198.08
1643,SRR7287209,SRR7287209_2.fastq,10198.08
1644,SRR7287210,SRR7287210_1.fastq,8802.44
1645,SRR7287210,SRR7287210_2.fastq,8802.44
1646,SRR7287211,SRR7287211_1.fastq,10463.32
1647,SRR7287211,SRR7287211_2.fastq,10463.32
1648,SRR7287212,SRR7287212_1.fastq,6764.95
1649,SRR7287212,SRR7287212_2.fastq,6764.95
1650,SRR7287213,SRR7287213_1.fastq,7184.41
1651,SRR7287213,SRR7287213_2.fastq,7184.41
1652,SRR7287214,SRR7287214_1.fastq,9732.0
1653,SRR7287214,SRR7287214_2.fastq,9732.0
1654,SRR7287215,SRR7287215_1.fastq,11091.25
1655,SRR7287215,SRR7287215_2.fastq,11091.25
1656,SRR7287216,SRR7287216_1.fastq,10246.16
1657,SRR7287216,SRR7287216_2.fastq,10246.16
1658,SRR7287217,SRR7287217_1.fastq,10748.79
1659,SRR7287217,SRR7287217_2.fastq,10748.79
1660,SRR7287218,SRR7287218_1.fastq,9647.02
1661,SRR7287218,SRR7287218_2.fastq,9647.02
1662,SRR7287219,SRR7287219_1.fastq,11387.64
1663,SRR7287219,SRR7287219_2.fastq,11387.64
1664,SRR7287220,SRR7287220_1.fastq,11065.77
1665,SRR7287220,SRR7287220_2.fastq,11065.77
1666,SRR7287221,SRR7287221_1.fastq,10906.72
1667,SRR7287221,SRR7287221_2.fastq,10906.72
1668,SRR7287222,SRR7287222_1.fastq,12127.19
1669,SRR7287222,SRR7287222_2.fastq,12127.19
1670,SRR7287223,SRR7287223_1.fastq,10716.07
1671,SRR7287223,SRR7287223_2.fastq,10716.07
1672,SRR7287224,SRR7287224_1.fastq,6839.3
1673,SRR7287224,SRR7287224_2.fastq,6839.3
1674,SRR7287225,SRR7287225_1.fastq,5358.78
1675,SRR7287225,SRR7287225_2.fastq,5358.78
1676,SRR7287226,SRR7287226_1.fastq,5449.86
1677,SRR7287226,SRR7287226_2.fastq,5449.86
1678,SRR7287227,SRR7287227_1.fastq,8441.47
1679,SRR7287227,SRR7287227_2.fastq,8441.47
1680,SRR7287228,SRR7287228_1.fastq,9527.21
1681,SRR7287228,SRR7287228_2.fastq,9527.21
1682,SRR7287229,SRR7287229_1.fastq,10241.27
1683,SRR7287229,SRR7287229_2.fastq,10241.27
1684,SRR7287230,SRR7287230_1.fastq,8414.77
1685,SRR7287230,SRR7287230_2.fastq,8414.77
1686,SRR7287231,SRR7287231_1.fastq,9113.58
1687,SRR7287231,SRR7287231_2.fastq,9113.58
1688,SRR7287232,SRR7287232_1.fastq,10462.73
1689,SRR7287232,SRR7287232_2.fastq,10462.73
1690,SRR7287233,SRR7287233_1.fastq,10440.95
1691,SRR7287233,SRR7287233_2.fastq,10440.95
1692,SRR7287234,SRR7287234_1.fastq,5028.46
1693,SRR7287234,SRR7287234_2.fastq,5028.46
1694,SRR7287235,SRR7287235_1.fastq,5510.95
1695,SRR7287235,SRR7287235_2.fastq,5510.95
1696,SRR7287236,SRR7287236_1.fastq,10064.87
1697,SRR7287236,SRR7287236_2.fastq,10064.87
1698,SRR7287237,SRR7287237_1.fastq,9737.97
1699,SRR7287237,SRR7287237_2.fastq,9737.97
1700,SRR7287238,SRR7287238_1.fastq,9423.24
1701,SRR7287238,SRR7287238_2.fastq,9423.24
1702,SRR7287239,SRR7287239_1.fastq,9909.43
1703,SRR7287239,SRR7287239_2.fastq,9909.43
1704,SRR7287240,SRR7287240_1.fastq,11126.05
1705,SRR7287240,SRR7287240_2.fastq,11126.05
1706,SRR7287241,SRR7287241_1.fastq,10254.26
1707,SRR7287241,SRR7287241_2.fastq,10254.26
1708,SRR7287242,SRR7287242_1.fastq,8875.49
1709,SRR7287242,SRR7287242_2.fastq,8875.49
1710,SRR7287243,SRR7287243_1.fastq,12924.04
1711,SRR7287243,SRR7287243_2.fastq,12924.04
1712,SRR7287244,SRR7287244_1.fastq,13015.57
1713,SRR7287244,SRR7287244_2.fastq,13015.57
1714,SRR7287245,SRR7287245_1.fastq,11613.11
1715,SRR7287245,SRR7287245_2.fastq,11613.11
1716,SRR7287246,SRR7287246_1.fastq,12593.3
1717,SRR7287246,SRR7287246_2.fastq,12593.3
1718,SRR7287247,SRR7287247_1.fastq,11147.69
1719,SRR7287247,SRR7287247_2.fastq,11147.69
1720,SRR7986789,SRR7986789_1.fastq,7040.35
1721,SRR7986789,SRR7986789_2.fastq,7040.35
1722,SRR7986790,SRR7986790_1.fastq,4652.52
1723,SRR7986790,SRR7986790_2.fastq,4652.52
1724,SRR7986791,SRR7986791_1.fastq,4921.8
1725,SRR7986791,SRR7986791_2.fastq,4921.8
1726,SRR7986792,SRR7986792_1.fastq,10784.25
1727,SRR7986792,SRR7986792_2.fastq,10784.25
1728,SRR7986793,SRR7986793_1.fastq,4223.35
1729,SRR7986793,SRR7986793_2.fastq,4223.35
1730,SRR7986794,SRR7986794_1.fastq,5194.26
1731,SRR7986794,SRR7986794_2.fastq,5194.26
1732,SRR7986795,SRR7986795_1.fastq,5005.57
1733,SRR7986795,SRR7986795_2.fastq,5005.57
1734,SRR7986796,SRR7986796_1.fastq,4476.4
1735,SRR7986796,SRR7986796_2.fastq,4476.4
1736,SRR7986797,SRR7986797_1.fastq,4775.12
1737,SRR7986797,SRR7986797_2.fastq,4775.12
1738,SRR7986798,SRR7986798_1.fastq,5674.56
1739,SRR7986798,SRR7986798_2.fastq,5674.56
1740,SRR7986799,SRR7986799_1.fastq,9743.66
1741,SRR7986799,SRR7986799_2.fastq,9743.66
1742,SRR7986800,SRR7986800_1.fastq,9413.73
1743,SRR7986800,SRR7986800_2.fastq,9413.73
1744,SRR7986801,SRR7986801_1.fastq,23401.35
1745,SRR7986801,SRR7986801_2.fastq,23401.35
1746,SRR7986802,SRR7986802_1.fastq,22678.68
1747,SRR7986802,SRR7986802_2.fastq,22678.68
1748,SRR7986803,SRR7986803_1.fastq,18576.79
1749,SRR7986803,SRR7986803_2.fastq,18576.79
1750,SRR7986804,SRR7986804_1.fastq,18385.34
1751,SRR7986804,SRR7986804_2.fastq,18385.34
1752,SRR7986805,SRR7986805_1.fastq,9629.52
1753,SRR7986805,SRR7986805_2.fastq,9629.52
1754,SRR7986806,SRR7986806_1.fastq,9777.29
1755,SRR7986806,SRR7986806_2.fastq,9777.29
1756,SRR7986807,SRR7986807_1.fastq,12551.96
1757,SRR7986807,SRR7986807_2.fastq,12551.96
1758,SRR7986808,SRR7986808_1.fastq,10929.77
1759,SRR7986808,SRR7986808_2.fastq,10929.77
1760,SRR7986809,SRR7986809_1.fastq,5485.65
1761,SRR7986809,SRR7986809_2.fastq,5485.65
1762,SRR7986810,SRR7986810_1.fastq,7520.64
1763,SRR7986810,SRR7986810_2.fastq,7520.64
1764,SRR7986811,SRR7986811_1.fastq,6541.74
1765,SRR7986811,SRR7986811_2.fastq,6541.74
